lesson_id	kana	romaji	meaning_vi	audio_key	script	tags
3	かといって	katoitte	đã nói điều đó	lesson_a1f143d06666	HIRAGANA	SOKUON
3	そういった	souitta	như thế	lesson_d1e1e556abd2	HIRAGANA	CHOUON,SOKUON
3	やっき	yakki	tuyệt vọng	lesson_21cefe95837f	HIRAGANA	SOKUON
3	だったりして	dattarishite	có thể là vậy	lesson_7b4e158836e6	HIRAGANA	DAKUON,SOKUON
3	いっかい	ikkai	một lần	lesson_98af5c57e6a2	HIRAGANA	SOKUON
3	いっぽん	ippon	một vật hình trụ dài	lesson_8680d3c18fc2	HIRAGANA	HANDAKUON,SOKUON
3	しゅったい	shuttai	sự xuất hiện	lesson_b825acaebfeb	HIRAGANA	SOKUON,YOUON
3	しまった	shimatta	chết tiệt!	lesson_3d1e33ba1fd9	HIRAGANA	SOKUON
3	いって	itte	một nước đi (trong cờ vây, shogi, v.v.)	lesson_715945a59cb3	HIRAGANA	SOKUON
3	けっか	kekka	kết quả	lesson_e39c3cc7bbcf	HIRAGANA	SOKUON
3	にっか	nikka	thói quen hàng ngày	lesson_2f5abd1153bc	HIRAGANA	SOKUON
3	いっこく	ikkoku	một quốc gia	lesson_8a306c22c536	HIRAGANA	SOKUON
3	によって	niyotte	theo	lesson_73df4a2be584	HIRAGANA	SOKUON
4	アメリカ	amerika	Hợp chủng quốc Hoa Kỳ	lesson_2dcbf2a36cf1	KATAKANA	BASIC
4	エアコン	eakon	điều hòa không khí	lesson_53f2d6a079d3	KATAKANA	BASIC
4	カタカナ	katakana	katakana	lesson_937f1f51e4db	KATAKANA	BASIC
4	カメラ	kamera	máy ảnh	lesson_fb6e4872b720	KATAKANA	BASIC
4	クラス	kurasu	lớp học	lesson_8b27332ee07f	KATAKANA	BASIC
4	テスト	tesuto	kiểm tra	lesson_63b560db8849	KATAKANA	BASIC
4	トイレ	toire	nhà vệ sinh, nhà vệ sinh	lesson_4bdd080a827c	KATAKANA	BASIC
4	ナイフ	naifu	con dao	lesson_051e8f938739	KATAKANA	BASIC
4	ネクタイ	nekutai	cà vạt	lesson_8d4ce1616a36	KATAKANA	BASIC
4	ハンカチ	hankachi	khăn tay	lesson_a1737936a70d	KATAKANA	BASIC
4	フィルム	firumu	phim ảnh	lesson_929226ba4118	KATAKANA	BASIC
4	ホテル	hoteru	khách sạn	lesson_6f0b069faec6	KATAKANA	BASIC
4	メモ	memo	bản ghi nhớ	lesson_9060a06d59ff	KATAKANA	BASIC
4	レストラン	resutoran	nhà hàng	lesson_a4e764301cf7	KATAKANA	BASIC
4	アニメ	anime	hoạt hình	lesson_70092af8e575	KATAKANA	BASIC
4	サイト	saito	trang web	lesson_5df07921c74c	KATAKANA	BASIC
4	システム	shisutemu	hệ thống	lesson_b3d83cd9d956	KATAKANA	BASIC
4	マン	man	người đàn ông	lesson_42c5de2fad0a	KATAKANA	BASIC
4	イヤ	iya	không thích	lesson_339a2363f6e0	KATAKANA	BASIC
4	ファン	fan	quạt	lesson_7d0dc595181e	KATAKANA	BASIC
4	リンク	rinku	liên kết	lesson_8fe750a53916	KATAKANA	BASIC
4	ウソ	uso	nói dối	lesson_d17a62187144	KATAKANA	BASIC
4	タイトル	taitoru	tiêu đề	lesson_47b4753f220d	KATAKANA	BASIC
4	ネタ	neta	tài liệu (cho một câu chuyện, bài viết, v.v.)	lesson_b8f2b7cd7ab1	KATAKANA	BASIC
4	キレイ	kirei	xinh đẹp	lesson_361988c46c29	KATAKANA	BASIC
4	コメント	komento	bình luận	lesson_41a632efa308	KATAKANA	BASIC
4	ロシア	roshia	Nga	lesson_2b63917c3632	KATAKANA	BASIC
4	ファンサイト	fansaito	trang web dành cho người hâm mộ (trang web do người hâm mộ của một người nổi tiếng, chương trình truyền hình, v.v.) điều hành.)	lesson_fe6ddc69af54	KATAKANA	BASIC
4	ソフト	sofuto	mềm mại	lesson_31a32890887e	KATAKANA	BASIC
4	スマホ	sumaho	điện thoại thông minh	lesson_a221639ae81f	KATAKANA	BASIC
4	ライン	rain	dòng	lesson_d66208e54c14	KATAKANA	BASIC
4	ハイ	hai	cao (tinh thần)	lesson_fe532292d865	KATAKANA	BASIC
4	ママ	mama	mẹ	lesson_14f1f19e41b4	KATAKANA	BASIC
4	フランス	furansu	Pháp	lesson_55b4e062f966	KATAKANA	BASIC
4	メイン	mein	chính	lesson_2a865a6304db	KATAKANA	BASIC
4	アクセス	akusesu	truy cập (đến một địa điểm, đặc biệt là sử dụng phương tiện giao thông công cộng)	lesson_94b210729674	KATAKANA	BASIC
4	スタイル	sutairu	hình dáng (của một người)	lesson_ccc33c6323a7	KATAKANA	BASIC
4	サクラ	sakura	cây anh đào	lesson_c86cc9b89b6a	KATAKANA	BASIC
4	タイム	taimu	thời gian (để, làm)	lesson_e03dc363e493	KATAKANA	BASIC
4	リスト	risuto	danh sách	lesson_b096d1406175	KATAKANA	BASIC
4	アイテム	aitemu	mục	lesson_e9b1131f211a	KATAKANA	BASIC
4	ファイル	fairu	hồ sơ (để giữ giấy tờ)	lesson_6422db7e92b5	KATAKANA	BASIC
4	リアル	riaru	thực	lesson_81f68fd11348	KATAKANA	BASIC
4	イラスト	irasuto	hình minh họa	lesson_1232a9d8485f	KATAKANA	BASIC
4	ワン	wan	một	lesson_1c78de4590f8	KATAKANA	BASIC
4	フル	furu	đầy đủ	lesson_698e9aca2b16	KATAKANA	BASIC
4	タイ	tai	cà vạt	lesson_d9b6ded59a15	KATAKANA	BASIC
4	ミス	misu	sai lầm	lesson_edfe868e849c	KATAKANA	BASIC
4	モノ	mono	đơn sắc	lesson_9aeb0add2768	KATAKANA	BASIC
4	イン	in	trong (của một quả bóng; trong quần vợt, v.v.)	lesson_4483b5f331e8	KATAKANA	BASIC
4	キス	kisu	hôn	lesson_38e8334f0533	KATAKANA	BASIC
4	イカ	ika	mực nang	lesson_645de62e0960	KATAKANA	BASIC
4	ライト	raito	ánh sáng	lesson_c67fa3bcb4b8	KATAKANA	BASIC
4	ストレス	sutoresu	căng thẳng	lesson_056302b76fe8	KATAKANA	BASIC
4	キロ	kiro	kilôgam	lesson_b3af9a7dd56d	KATAKANA	BASIC
4	テロ	tero	khủng bố	lesson_fb3ab7e415aa	KATAKANA	BASIC
4	リスク	risuku	rủi ro	lesson_27fef4cf26af	KATAKANA	BASIC
4	エリア	eria	khu vực	lesson_e61e12908cd1	KATAKANA	BASIC
4	スト	suto	đình công (tức là hành động công nghiệp)	lesson_9c2c608f3aff	KATAKANA	BASIC
4	ミニ	mini	váy ngắn	lesson_609354b15ba6	KATAKANA	BASIC
4	オンライン	onrain	trực tuyến	lesson_69078300f234	KATAKANA	BASIC
4	ワイン	wain	rượu nho	lesson_176987c87c65	KATAKANA	BASIC
4	イタリア	itaria	Ý	lesson_f043c656b4ea	KATAKANA	BASIC
4	オタク	otaku	otaku	lesson_e8ceaa8f6b45	KATAKANA	BASIC
4	カフェ	kafe	quán cà phê	lesson_8de76f0a3c71	KATAKANA	BASIC
4	オフィス	ofisu	văn phòng	lesson_f713282a59b5	KATAKANA	BASIC
4	クリスマス	kurisumasu	giáng sinh	lesson_a646289ad73a	KATAKANA	BASIC
4	トン	ton	tấn (đặc biệt là tấn mét, tức là 1000 kg)	lesson_7b098c0deece	KATAKANA	BASIC
4	ランク	ranku	cấp bậc	lesson_e6724c7a3509	KATAKANA	BASIC
4	サイン	sain	chữ ký	lesson_818e2731ee93	KATAKANA	BASIC
4	アホ	aho	ngu ngốc	lesson_1fe325ea37d9	KATAKANA	BASIC
4	マシン	mashin	máy móc	lesson_7944ce610946	KATAKANA	BASIC
4	アナ	ana	phát thanh viên	lesson_e9002d6345e8	KATAKANA	BASIC
4	コスト	kosuto	chi phí	lesson_2e4db15e73eb	KATAKANA	BASIC
4	ソロ	soro	một mình	lesson_c599b21cfb4c	KATAKANA	BASIC
4	ケンカ	kenka	cãi nhau	lesson_d5f34b970262	KATAKANA	BASIC
4	ハウス	hausu	nhà ở	lesson_290ce3db4e6b	KATAKANA	BASIC
4	レス	resu	trả lời	lesson_b54be40f8196	KATAKANA	BASIC
4	ホワイト	howaito	trắng	lesson_70952919cf78	KATAKANA	BASIC
4	センス	sensu	hương vị (trong thời trang, âm nhạc, v.v.)	lesson_8e5e7fe8b745	KATAKANA	BASIC
4	イケメン	ikemen	anh chàng đẹp trai	lesson_090237d3922e	KATAKANA	BASIC
4	ニコニコ	nikoniko	với nụ cười thân thiện	lesson_fb1125f2ef88	KATAKANA	BASIC
4	ミサイル	misairu	tên lửa	lesson_8a7227af9eac	KATAKANA	BASIC
4	ラン	ran	chạy	lesson_f5ae0896ade5	KATAKANA	BASIC
4	マスク	masuku	(mặt) mặt nạ	lesson_2691c20d4232	KATAKANA	BASIC
4	メイク	meiku	trang điểm	lesson_fba47fcc8ed9	KATAKANA	BASIC
4	オフ	ofu	(tắt) tắt	lesson_17b500293e98	KATAKANA	BASIC
4	コマ	koma	hôn mê (của sao chổi)	lesson_5c53d02baea6	KATAKANA	BASIC
4	クロス	kurosu	chéo	lesson_1cca5259693b	KATAKANA	BASIC
4	コイン	koin	đồng xu	lesson_19a6922d349b	KATAKANA	BASIC
4	メキシコ	mekishiko	México	lesson_4e5ca0c42c4b	KATAKANA	BASIC
4	アウト	auto	ra khỏi (của một quả bóng; trong quần vợt, v.v.)	lesson_44c47a6b3d01	KATAKANA	BASIC
4	イオン	ion	ion	lesson_90d4718c9022	KATAKANA	BASIC
4	ライフ	raifu	cuộc sống	lesson_69500b3282aa	KATAKANA	BASIC
4	ウイルス	uirusu	virus	lesson_fcd7a1405fb1	KATAKANA	BASIC
4	マス	masu	khối lượng	lesson_797a48eb6e75	KATAKANA	BASIC
4	ラスト	rasuto	cuối cùng	lesson_749963877615	KATAKANA	BASIC
4	キリスト	kirisuto	Chúa Kitô	lesson_06d22cb0fc99	KATAKANA	BASIC
4	タン	tan	lưỡi (thịt bò, thịt lợn, v.v.)	lesson_5974ac57bcb9	KATAKANA	BASIC
4	テニス	tenisu	quần vợt	lesson_5f420bb5eb79	KATAKANA	BASIC
5	ズボン	zubon	quần, quần	lesson_b80459523ee3	KATAKANA	DAKUON
5	ゼロ	zero	không	lesson_d3a4ab7b3e1d	KATAKANA	DAKUON
5	テレビ	terebi	truyền hình	lesson_3e5b741313bc	KATAKANA	DAKUON
5	ドア	doa	cửa	lesson_50b943d01fa9	KATAKANA	DAKUON
5	バス	basu	xe buýt	lesson_4018296bb921	KATAKANA	DAKUON
5	ビル	biru	tòa nhà	lesson_203b1c40f154	KATAKANA	DAKUON
5	ボタン	botan	nút	lesson_ad905be0f23e	KATAKANA	DAKUON
5	ラジオ	rajio	đài phát thanh	lesson_d4729409b440	KATAKANA	DAKUON
5	マンガ	manga	phim hoạt hình	lesson_1ea57b3ad22c	KATAKANA	DAKUON
5	イベント	ibento	sự kiện	lesson_e18b1ea15d9c	KATAKANA	DAKUON
5	ライブ	raibu	trực tiếp (phát sóng, âm nhạc, v.v.)	lesson_5a7f3c7a75e2	KATAKANA	DAKUON
5	モデル	moderu	người mẫu	lesson_1e20dd673d7a	KATAKANA	DAKUON
5	レベル	reberu	cấp độ	lesson_001bb7792848	KATAKANA	DAKUON
5	デザイン	dezain	thiết kế	lesson_02f17fee864f	KATAKANA	DAKUON
5	ブログ	burogu	blog	lesson_48716572b3f6	KATAKANA	DAKUON
5	ガン	gan	súng	lesson_2836da543651	KATAKANA	DAKUON
5	ドラマ	dorama	phim truyền hình dài tập (không phải tài liệu)	lesson_77bf3dd73ea1	KATAKANA	DAKUON
5	アイドル	aidoru	người biểu diễn (thường là trong một nhóm nhạc nam hoặc nhóm nhạc nữ) với hình ảnh được trau dồi để thu hút lượng người hâm mộ tận tâm theo dõi	lesson_e675291623a1	KATAKANA	DAKUON
5	ドイツ	doitsu	nước Đức	lesson_b64b40a7ec7a	KATAKANA	DAKUON
5	ドル	doru	đô la	lesson_6959faaf507b	KATAKANA	DAKUON
5	オリジナル	orijinaru	nguyên bản	lesson_1bf1ff0410ca	KATAKANA	DAKUON
5	スゴイ	sugoi	khủng khiếp	lesson_d5a236033419	KATAKANA	DAKUON
5	ランキング	rankingu	xếp hạng	lesson_50552289d30b	KATAKANA	DAKUON
5	プレゼント	purezento	hiện tại	lesson_5a5f08df9472	KATAKANA	DAKUON,HANDAKUON
5	メディア	media	phương tiện truyền thông	lesson_4f48dbef7425	KATAKANA	DAKUON
5	サイズ	saizu	kích thước	lesson_cd3361122279	KATAKANA	DAKUON
5	バンド	bando	ban nhạc (nhóm nhạc sĩ)	lesson_c098491c166e	KATAKANA	DAKUON
5	クラブ	kurabu	hộp đêm	lesson_643d3c85a93e	KATAKANA	DAKUON
5	ガス	gasu	khí (làm nhiên liệu)	lesson_a912f297da78	KATAKANA	DAKUON
5	アルバム	arubamu	album	lesson_d720ac115b29	KATAKANA	DAKUON
5	ビジネス	bijinesu	kinh doanh	lesson_5b070f57a617	KATAKANA	DAKUON
5	プログラム	puroguramu	chương trình (sự kiện, âm nhạc, v.v.)	lesson_7d0d433e795f	KATAKANA	DAKUON,HANDAKUON
5	ダンス	dansu	khiêu vũ	lesson_795d25e718e1	KATAKANA	DAKUON
5	エンジン	enjin	động cơ	lesson_b31743889359	KATAKANA	DAKUON
5	シングル	shinguru	độc thân	lesson_e1767a27436d	KATAKANA	DAKUON
5	プロジェクト	purojiekuto	dự án	lesson_598ab78312d8	KATAKANA	DAKUON,HANDAKUON
5	ダム	damu	con đập	lesson_7271fdbbc397	KATAKANA	DAKUON
5	ビデオ	bideo	video (đặc biệt là một hình ảnh truyền hình)	lesson_6f08bb70da36	KATAKANA	DAKUON
5	ベスト	besuto	tốt nhất	lesson_00d516cd674a	KATAKANA	DAKUON
5	バイト	baito	công việc bán thời gian	lesson_ce82a9621f9a	KATAKANA	DAKUON
5	デジタル	dejitaru	kỹ thuật số	lesson_b46daed44749	KATAKANA	DAKUON
5	タイミング	taimingu	thời gian	lesson_d34a0b6d2153	KATAKANA	DAKUON
5	イギリス	igirisu	Vương quốc Anh	lesson_67c73f17c865	KATAKANA	DAKUON
5	ブランド	burando	nhãn hiệu	lesson_6330bdc01583	KATAKANA	DAKUON
5	ボス	bosu	ông chủ	lesson_cab5ef8006c6	KATAKANA	DAKUON
5	ドラゴン	doragon	rồng (như được mô tả trong thần thoại phương Tây)	lesson_ba8c67df93ed	KATAKANA	DAKUON
5	ゴミ	gomi	rác rưởi	lesson_2b1c1684034a	KATAKANA	DAKUON
5	バランス	baransu	cân bằng	lesson_b53db1eab7ce	KATAKANA	DAKUON
5	アジア	ajia	Châu Á	lesson_84ac9b087cc0	KATAKANA	DAKUON
5	バイク	baiku	xe gắn máy	lesson_62754c6b059d	KATAKANA	DAKUON
5	コンビニ	konbini	cửa hàng tiện lợi	lesson_6dc0f603699b	KATAKANA	DAKUON
5	インド	indo	Ấn Độ	lesson_b7e02fc879dc	KATAKANA	DAKUON
5	ゲスト	gesuto	khách	lesson_896be4bc37e1	KATAKANA	DAKUON
5	サイド	saido	bên	lesson_db0bc4b68646	KATAKANA	DAKUON
5	マジメ	majime	nghiêm trọng	lesson_66cc84ba856f	KATAKANA	DAKUON
5	ロンドン	rondon	Luân Đôn (Anh)	lesson_4743b0a6d9fa	KATAKANA	DAKUON
5	タグ	tagu	gắn thẻ	lesson_26fff73dfc90	KATAKANA	DAKUON
5	トラブル	toraburu	rắc rối	lesson_6971c1eea244	KATAKANA	DAKUON
5	タバコ	tabako	thuốc lá	lesson_7ac1457c9543	KATAKANA	DAKUON
5	ダウン	daun	ngã	lesson_9799a80d9a60	KATAKANA	DAKUON
5	リング	ringu	chiếc nhẫn	lesson_a4280e468294	KATAKANA	DAKUON
5	サブ	sabu	phụ	lesson_20f1356b4759	KATAKANA	DAKUON
5	ドライブ	doraibu	lái xe	lesson_3aa6571a5e9f	KATAKANA	DAKUON
5	キング	kingu	vua	lesson_e5459684c2c5	KATAKANA	DAKUON
5	ラブ	rabu	tình yêu	lesson_354decc5da97	KATAKANA	DAKUON
5	ガラス	garasu	kính	lesson_d3ca8a8168a8	KATAKANA	DAKUON
5	ゴルフ	gorufu	chơi gôn	lesson_56fd6f27e8b6	KATAKANA	DAKUON
5	ランド	rando	đất đai	lesson_1fd4c2a6bdfe	KATAKANA	DAKUON
5	ジム	jimu	phòng tập thể dục	lesson_4099fd9114e8	KATAKANA	DAKUON
5	バン	ban	búi tóc (kiểu tóc)	lesson_d0078b258bcd	KATAKANA	DAKUON
5	パン	pan	bánh mì	lesson_7fc267f6fbea	KATAKANA	HANDAKUON
5	ペン	pen	cây bút	lesson_93943573d27f	KATAKANA	HANDAKUON
5	アプリ	apuri	ứng dụng	lesson_c6ae2b3d5bc2	KATAKANA	HANDAKUON
5	プロ	puro	chuyên nghiệp	lesson_af693cf16867	KATAKANA	HANDAKUON
5	ポイント	pointo	điểm (của một câu chuyện, lập luận, v.v.)	lesson_81299e6a6858	KATAKANA	HANDAKUON
5	タイプ	taipu	loại	lesson_3fc53d516938	KATAKANA	HANDAKUON
5	プレイ	purei	chơi	lesson_4b346b942f50	KATAKANA	HANDAKUON
5	パンツ	pantsu	quần lót	lesson_fe643b80ac5c	KATAKANA	HANDAKUON
5	パソコン	pasokon	máy tính cá nhân	lesson_8082c61fad55	KATAKANA	HANDAKUON
5	ポスト	posuto	hộp thư	lesson_9eb7a5c4903d	KATAKANA	HANDAKUON
5	フランスパン	furansupan	Bánh mì Pháp (đặc biệt là baguette)	lesson_bdb3536006d8	KATAKANA	HANDAKUON
5	パリ	pari	Paris (Pháp)	lesson_3c54998e7749	KATAKANA	HANDAKUON
5	パパ	papa	bố	lesson_cbf0cb2ae688	KATAKANA	HANDAKUON
5	ピン	pin	ghim (ví dụ: kẹp tóc, ghim an toàn)	lesson_7711ed0df6ee	KATAKANA	HANDAKUON
5	ピンク	pinku	màu hồng	lesson_caaf2acdb25e	KATAKANA	HANDAKUON
5	プラス	purasu	dương (số)	lesson_7751d5a1a705	KATAKANA	HANDAKUON
5	スペイン	supein	Tây Ban Nha	lesson_6c29d6fd0a2c	KATAKANA	HANDAKUON
5	ピアノ	piano	đàn piano (nhạc cụ)	lesson_64c024120119	KATAKANA	HANDAKUON
5	プレミアム	puremiamu	phí bảo hiểm	lesson_6be90d6a4ff5	KATAKANA	HANDAKUON
5	パス	pasu	vượt qua (một cuộc kiểm tra, kiểm tra, v.v.)	lesson_3b14402093fc	KATAKANA	HANDAKUON
5	サンプル	sanpuru	mẫu vật	lesson_b80f059f7c63	KATAKANA	HANDAKUON
5	ピンポイント	pinpointo	xác định chính xác	lesson_56791b19aed7	KATAKANA	HANDAKUON
5	レイプ	reipu	hiếp dâm	lesson_906e32e497c5	KATAKANA	HANDAKUON
5	シンプル	shinpuru	đơn giản	lesson_f58ac571c92e	KATAKANA	HANDAKUON
5	ピザ	piza	pizza	lesson_f1281d45e2c3	KATAKANA	DAKUON,HANDAKUON
5	コスプレ	kosupure	cosplay (hóa trang thành nhân vật trong anime, manga, trò chơi điện tử, v.v.)	lesson_90e43b3e7ff5	KATAKANA	HANDAKUON
5	パイ	pai	chiếc bánh	lesson_3d41c7aa7c96	KATAKANA	HANDAKUON
5	プラン	puran	kế hoạch	lesson_8eec3c602a26	KATAKANA	HANDAKUON
5	スタンプ	sutanpu	tem	lesson_79a934542e7d	KATAKANA	HANDAKUON
5	スパイ	supai	điệp viên	lesson_cc3fa48c03d2	KATAKANA	HANDAKUON
6	アパート	apaato	căn hộ	lesson_410cbef3e768	KATAKANA	CHOUON,HANDAKUON
6	エレベーター	erebeetaa	thang máy, thang máy	lesson_6bc049363dc1	KATAKANA	CHOUON,DAKUON
6	カレンダー	karendaa	lịch	lesson_340ba3962c52	KATAKANA	CHOUON,DAKUON
6	ギター	gitaa	đàn ghi-ta	lesson_b072d58a68ef	KATAKANA	CHOUON,DAKUON
6	ケーキ	keeki	bánh ngọt	lesson_c973e21d6d52	KATAKANA	CHOUON
6	コート	kooto	áo khoác	lesson_9cfa0ecabe92	KATAKANA	CHOUON
6	コーヒー	koohii	cà phê	lesson_cab9ec7ba27d	KATAKANA	CHOUON
6	コピー	kopii	sao chép	lesson_e94c21076629	KATAKANA	CHOUON,HANDAKUON
6	シャワー	shawaa	tắm	lesson_73c3d99c8ce8	KATAKANA	CHOUON,YOUON
6	ジュース	juusu	nước trái cây	lesson_08a070c801ee	KATAKANA	CHOUON,DAKUON,YOUON
6	スカート	sukaato	váy	lesson_6fb93ec6c83f	KATAKANA	CHOUON
6	ストーブ	sutoobu	bếp lò, lò sưởi	lesson_8582db604d3c	KATAKANA	CHOUON,DAKUON
6	スプーン	supuun	cái thìa	lesson_7b890f2a0d04	KATAKANA	CHOUON,HANDAKUON
6	スポーツ	supootsu	các môn thể thao	lesson_fa5e8912c738	KATAKANA	CHOUON,HANDAKUON
6	セーター	seetaa	áo len	lesson_0fbaf7026687	KATAKANA	CHOUON
6	タクシー	takushii	taxi	lesson_efd84ccbf402	KATAKANA	CHOUON
6	テープ	teepu	băng	lesson_199f0632b83c	KATAKANA	CHOUON,HANDAKUON
6	テーブル	teeburu	bàn	lesson_ad4232da13b0	KATAKANA	CHOUON,DAKUON
6	デパート	depaato	cửa hàng bách hóa	lesson_ba46c84a5750	KATAKANA	CHOUON,DAKUON,HANDAKUON
6	ニュース	nyuusu	tin tức	lesson_68cd1ffec81d	KATAKANA	CHOUON,YOUON
6	ノート	nooto	sổ tay	lesson_ac3e6d2e7121	KATAKANA	CHOUON
6	パーティー	paateii	bữa tiệc	lesson_8d91280aeecd	KATAKANA	CHOUON,HANDAKUON
6	バター	bataa	bơ	lesson_07507f45f253	KATAKANA	CHOUON,DAKUON
6	プール	puuru	bể bơi	lesson_8075af292874	KATAKANA	CHOUON,HANDAKUON
6	フォーク	fooku	cái nĩa	lesson_664380bd2dbd	KATAKANA	CHOUON
6	ページ	peeji	trang 53	lesson_b4f80c74188e	KATAKANA	CHOUON,DAKUON,HANDAKUON
6	ボールペン	boorupen	bút bi	lesson_76ff250bb776	KATAKANA	CHOUON,DAKUON,HANDAKUON
6	メートル	meetoru	mét	lesson_daa50ee18b1d	KATAKANA	CHOUON
6	ラーメン	raamen	ramen, mì	lesson_9dadb366aba9	KATAKANA	CHOUON
6	レコード	rekoodo	ghi lại	lesson_fe4e4afd0115	KATAKANA	CHOUON,DAKUON
6	ゲーム	geemu	trò chơi	lesson_3081d7739206	KATAKANA	CHOUON,DAKUON
6	チーム	chiimu	đội	lesson_d873d27b1c25	KATAKANA	CHOUON
6	カード	kaado	thẻ (thông tin, hồ sơ, vv)	lesson_ab1110fbbc07	KATAKANA	CHOUON,DAKUON
6	シリーズ	shiriizu	loạt	lesson_593c55136d82	KATAKANA	CHOUON,DAKUON
6	テレビゲーム	terebigeemu	trò chơi điện tử (chơi trên bảng điều khiển gia đình)	lesson_e2f5563d5ceb	KATAKANA	CHOUON,DAKUON
6	イメージ	imeeji	hình ảnh (trong tâm trí của một người)	lesson_0ece1be953d7	KATAKANA	CHOUON,DAKUON
6	サービス	saabisu	dịch vụ	lesson_2dd5ca6b6bfa	KATAKANA	CHOUON,DAKUON
6	データ	deeta	dữ liệu	lesson_d4d63da93d12	KATAKANA	CHOUON,DAKUON
6	メール	meeru	email	lesson_32ed60ff9f0c	KATAKANA	CHOUON
6	メンバー	menbaa	thành viên	lesson_b3085a2dbe76	KATAKANA	CHOUON,DAKUON
6	カードゲーム	kaadogeemu	trò chơi bài	lesson_533451c87ecb	KATAKANA	CHOUON,DAKUON
6	グループ	guruupu	nhóm (thông thường là người)	lesson_7769eea4413b	KATAKANA	CHOUON,DAKUON,HANDAKUON
6	センター	sentaa	trung tâm	lesson_13b32f26115b	KATAKANA	CHOUON
6	シーン	shiin	bối cảnh	lesson_9feee177dcf2	KATAKANA	CHOUON
6	スーパー	suupaa	siêu thị	lesson_39c9d3da59ba	KATAKANA	CHOUON,HANDAKUON
6	コード	koodo	mã	lesson_31c02c9bf671	KATAKANA	CHOUON,DAKUON
6	ツアー	tsuaa	chuyến tham quan	lesson_ae0748603257	KATAKANA	CHOUON
6	テーマ	teema	chủ đề	lesson_4561c17e3b38	KATAKANA	CHOUON
6	ユーザー	yuuzaa	người dùng	lesson_e6073ae328e6	KATAKANA	CHOUON,DAKUON
6	スタート	sutaato	bắt đầu	lesson_a4f8bdbf55ea	KATAKANA	CHOUON
6	コップ	koppu	ly, cốc uống nước	lesson_d6a3164cd40d	KATAKANA	HANDAKUON,SOKUON
6	サッカー	sakkaa	bóng đá, bóng đá	lesson_5c7866a75081	KATAKANA	CHOUON,SOKUON
6	スリッパ	surippa	dép đi trong nhà	lesson_82c521a5c3a4	KATAKANA	HANDAKUON,SOKUON
6	ベッド	beddo	giường	lesson_de92f995f049	KATAKANA	DAKUON,SOKUON
6	ポケット	poketto	túi	lesson_eeac642c9f10	KATAKANA	HANDAKUON,SOKUON
6	マッチ	matchi	trận đấu	lesson_edcf5ff7a041	KATAKANA	SOKUON
6	ネット	netto	mạng lưới	lesson_2339adb8d9ba	KATAKANA	SOKUON
6	チェック	chekku	kiểm tra (mẫu)	lesson_0e9a2e499f0c	KATAKANA	SOKUON
6	セット	setto	bộ (của sự vật)	lesson_4f70eee769de	KATAKANA	SOKUON
6	アップ	appu	tăng lên	lesson_56ec2320ba54	KATAKANA	HANDAKUON,SOKUON
6	トップ	toppu	hàng đầu	lesson_5307be4b4d7e	KATAKANA	HANDAKUON,SOKUON
6	セックス	sekkusu	tình dục	lesson_f8d4c83a4941	KATAKANA	SOKUON
6	スタッフ	sutaffu	nhân viên	lesson_3ec1136d47b2	KATAKANA	SOKUON
6	ロック	rokku	khóa	lesson_609429c5872d	KATAKANA	SOKUON
6	カップ	kappu	cốc (bình uống nước, thước đo, yếm, giải thưởng, v.v.)	lesson_bb67d4e49d91	KATAKANA	HANDAKUON,SOKUON
6	メッセージ	messeeji	tin nhắn	lesson_6640e4a39293	KATAKANA	CHOUON,DAKUON,SOKUON
6	ブラック	burakku	màu đen	lesson_07bf02eea47f	KATAKANA	DAKUON,SOKUON
6	バック	bakku	trở lại	lesson_067328416c99	KATAKANA	DAKUON,SOKUON
6	ブロック	burokku	khối (vật liệu rắn)	lesson_65f1a4621d9f	KATAKANA	DAKUON,SOKUON
6	エッチ	etchi	H	lesson_e148396ef480	KATAKANA	SOKUON
6	ロボット	robotto	người máy	lesson_10f3e14d0162	KATAKANA	DAKUON,SOKUON
6	インターネット	intaanetto	Internet	lesson_d987d4b7cab4	KATAKANA	CHOUON,SOKUON
6	オリンピック	orinpikku	Thế vận hội	lesson_8674d24e69d0	KATAKANA	HANDAKUON,SOKUON
6	ティーバック	teiibakku	lưng chữ T	lesson_5b4854ead152	KATAKANA	CHOUON,DAKUON,SOKUON
6	トラック	torakku	xe tải	lesson_590c50ab363b	KATAKANA	SOKUON
6	ヒット	hitto	đánh	lesson_f5c94c17e24e	KATAKANA	SOKUON
6	ダイエット	daietto	chế độ ăn uống	lesson_5f8e507f935f	KATAKANA	DAKUON,SOKUON
6	レッド	reddo	màu đỏ	lesson_97397cc2e0a7	KATAKANA	DAKUON,SOKUON
6	バックネット	bakkunetto	chặn lại	lesson_033a8e3ecf00	KATAKANA	DAKUON,SOKUON
6	ラインアップ	rain'appu	đội hình (của người chơi, sản phẩm, v.v.)	lesson_3eab81dd9dfe	KATAKANA	HANDAKUON,SOKUON
6	カット	katto	cắt	lesson_6c1ad4cc68fb	KATAKANA	SOKUON
6	グッズ	guzzu	hàng hóa	lesson_1dacfa28b6d7	KATAKANA	DAKUON,SOKUON
